Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),User Growth JSON,Earnings Quality JSON,Static ,Live,Symbol
StakeStone,Liquid staking,0,62.5,,,15.625,Steady Growth,,,,,,,
APENFT,,,,,62.39,15.5975,,,B,,,,,
Flexa,,,,,62.27,15.5675,,,B,,,,,
Kinesis Money,,,,,62.27,15.5675,,,B,,,,,
TrueFi,Lending,0,43.94554094,18.14285714,,15.52209952,Slow Growth,Overvalued,,,,,,
Mode Network,Blockchains (L2),0,61.87088391,,,15.46772098,Steady Growth,,,,,,,
Gas,,,,,61.62,15.405,,,B,,,,,
Snek,,,,,61.48,15.37,,,B,,,,,
NEM,,,,,61.28,15.32,,,B,,,,,
Would,,,,,60.7,15.175,,,B,,,,,
friend.tech,Social,0.7952462108,48.45679012,11.11111111,,15.09078686,Steady Growth,Overvalued,,,,,,
SideShift,Infrastructure,0,15.20498184,45,,15.05124546,Stagnant/Declining,Fairly Valued,,,,,,
MimbleWimbleCoin,,,,,60.19,15.0475,,,B,,,,,
Ai16z,,,,,59.62,14.905,,,B,,,,,
Mummy Finance,Derivative exchanges,10.67366478,48.53448276,,,14.80203688,Steady Growth,,,,,,,
zkSync Era Bridge,Bridges,0,59.07235622,,,14.76808905,Steady Growth,,,,,,,
Aragon,Infrastructure,0,11.78905034,46.78571429,,14.64369116,Stagnant/Declining,Fairly Valued,,,,,,
Verus,,,,,58.24,14.56,,,B,,,,,
Boba Network,Blockchains (L2),0,57.88461538,,,14.47115385,Steady Growth,,,,,,,
SolidLizard,Exchanges (DEX),4.575468577,20.32763677,32.93560606,,14.45967785,Stagnant/Declining,Overvalued,,,,,,
BENQI Liquid Staking,Liquid staking,0,57.5,,,14.375,Steady Growth,,,,,,,
Blast Bridge,Bridges,0,55.90445269,,,13.97611317,Steady Growth,,,,,,,
Shape,Blockchains (L2),0,55.88559814,,,13.97139954,Steady Growth,,,,,,,
Everyworld,Infrastructure,0,10.79398028,45,,13.94849507,Stagnant/Declining,Fairly Valued,,,,,,
Liquidswap,Exchanges (DEX),0,55.43103448,,,13.85775862,Steady Growth,,,,,,,
Scallop,Lending,0,55,,,13.75,Steady Growth,,,,,,,
WINR Protocol,Prediction markets,0,55,,,13.75,Steady Growth,,,,,,,
Ring Protocol,Exchanges (DEX),0,9.775305895,45,,13.69382647,Stagnant/Declining,Fairly Valued,,,,,,
Turbos Finance,Exchanges (DEX),0,53.70689655,,,13.42672414,Steady Growth,,,,,,,
Dinero,Liquid staking,0,8.705882353,45,,13.42647059,Stagnant/Declining,Fairly Valued,,,,,,
Bifrost,Blockchains (L2),0,53.28021499,,,13.32005375,Steady Growth,,,,,,,
ZKFair,Blockchains (L2),0,52.11538462,,,13.02884615,Steady Growth,,,,,,,
GoodDollar,Infrastructure,0,6.382978723,45,,12.84574468,Stagnant/Declining,Fairly Valued,,,,,,
Lynex,Exchanges (DEX),0,51.12068966,,,12.78017241,Steady Growth,,,,,,,
Acala Network,Blockchains (L2),0,51.09837462,,,12.77459366,Steady Growth,,,,,,,
Pika Protocol,Derivative exchanges,,30.00309881,20.9375,,12.7351497,Slow Growth,Overvalued,,,,,,
Chingari,Social,0,50.83333333,,,12.70833333,Steady Growth,,,,,,,
Flashbots,Infrastructure,0,50.83333333,,,12.70833333,Steady Growth,,,,,,,
ORDI(BRC-20),,,,,50.8,12.7,,,CC,,,,,
Terra Classic,,,,,50.49,12.6225,,,CC,,,,,
unshETH,Asset management,0,5.225806452,45,,12.55645161,Stagnant/Declining,Fairly Valued,,,,,,
Alongside,Asset management,0,,50,,12.5,,Fairly Valued,,,,,,
MELANIA,,,,,50,12.5,,,CC,,,,,
Nouns DAO,Asset management,0,,50,,12.5,,Fairly Valued,,,,,,
DOG•GO•TO•THE•MOON,,,,,49.86,12.465,,,CC,,,,,
Energy Web X,Blockchains (L2),0,48.94359995,,,12.23589999,Steady Growth,,,,,,,
Fei Protocol,,,,,48.63,12.1575,,,CC,,,,,
ORBLER,,,,,48.62,12.155,,,CC,,,,,
Hydration,Blockchains (L2),0,47.47824693,,,11.86956173,Steady Growth,,,,,,,
Superseed,Blockchains (L2),0,46.91347271,,,11.72836818,Steady Growth,,,,,,,
AgentFun,,,,,46.56,11.64,,,CC,,,,,
Polynomial Protocol,Derivative exchanges,0,45.94827586,,,11.48706897,Steady Growth,,,,,,,
Volmex,Derivative exchanges,,45.94827586,,,11.48706897,Steady Growth,,,,,,,
Voltz,Derivative exchanges,0,45.94827586,,,11.48706897,Steady Growth,,,,,,,
Thetanuts,Asset management,0,45.625,,,11.40625,Steady Growth,,,,,,,
ABEL Finance,Lending,0,45.13157895,,,11.28289474,Steady Growth,,,,,,,
Spark Protocol,Lending,0,45.13157895,,,11.28289474,Steady Growth,,,,,,,
Thala,Exchanges (DEX),0,45.0862069,,,11.27155172,Steady Growth,,,,,,,
Degen,Blockchains (L3),0,0,45,,11.25,Stagnant/Declining,Fairly Valued,,,,,,
Garden Finance,Bridges,0,0,45,,11.25,Stagnant/Declining,Fairly Valued,,,,,,
Term Finance,Lending,0,0,45,,11.25,Stagnant/Declining,Fairly Valued,,,,,,
Ref Finance,Exchanges (DEX),0,43.36206897,,,10.84051724,Slow Growth,,,,,,,
Conflux Core Space,Blockchains (L1),0,36.4983165,5.681818182,,10.54503367,Slow Growth,Overvalued,,,,,,
Fraxlend,Lending,0,41.18421053,,,10.29605263,Slow Growth,,,,,,,
Opus,Stablecoin issuers,0,40.9375,,,10.234375,Slow Growth,,,,,,,
Notional Finance,Lending,0,17.9751462,22.22222222,,10.04934211,Stagnant/Declining,Overvalued,,,,,,
Sanctum,Liquid staking,0,39.41176471,,,9.852941176,Slow Growth,,,,,,,
Ionic Protocol,Lending,0,38.94736842,,,9.736842105,Slow Growth,,,,,,,
Lifinity,Exchanges (DEX),0,36.43678161,,,9.109195402,Slow Growth,,,,,,,
The Standard,Lending,0,36.31578947,,,9.078947368,Slow Growth,,,,,,,
BounceBit,Blockchains (L1),0,35.75757576,,,8.939393939,Slow Growth,,,,,,,
Nexus Mutual,Insurance,34.3144398,,,,8.578609949,,,,,,,,
Cellana Finance,Exchanges (DEX),0,34.13793103,,,8.534482759,Slow Growth,,,,,,,
deBridge,Interoperability,34.07365424,0,,,8.518413559,Stagnant/Declining,,,,,,,
Interlay,Blockchains (L2),0,33.9325918,,,8.48314795,Slow Growth,,,,,,,
NeuroWeb,Blockchains (L2),0,33.57607114,,,8.394017785,Slow Growth,,,,,,,
DFX Finance,Exchanges (DEX),0,13.77498567,19.375,,8.287496419,Stagnant/Declining,Overvalued,,,,,,
STON.fi,Exchanges (DEX),0,32.98850575,,,8.247126437,Slow Growth,,,,,,,
Kilt,Blockchains (L2),0,32.67706379,,,8.169265947,Slow Growth,,,,,,,
Frequency,Blockchains (L2),0,32.36546651,,,8.091366628,Slow Growth,,,,,,,
Toucan Protocol,Infrastructure,0,32.22222222,,,8.055555556,Slow Growth,,,,,,,
Nile Exchange,Exchanges (DEX),0,31.83908046,,,7.959770115,Slow Growth,,,,,,,
Polimec,Blockchains (L2),0,31.74589348,,,7.93647337,Slow Growth,,,,,,,
Kadena,Blockchains (L1),0,31.21212121,,,7.803030303,Slow Growth,,,,,,,
Stability,Asset management,0,31.21212121,,,7.803030303,Slow Growth,,,,,,,
Mendi Finance,Lending,0,31.05263158,,,7.763157895,Slow Growth,,,,,,,
Unique Network,Blockchains (L2),0,30.86945285,,,7.717363212,Slow Growth,,,,,,,
Astroport,Exchanges (DEX),0,30.68965517,,,7.672413793,Slow Growth,,,,,,,
Aperture,Exchanges (DEX),0,30.45454545,,,7.613636364,Slow Growth,,,,,,,
Liquid Collective,Liquid staking,0,30,,,7.5,Slow Growth,,,,,,,
peaq,Blockchains (L1),0,29.14947797,,,7.287369493,Slow Growth,,,,,,,
Invarch,Blockchains (L2),0,28.96631823,,,7.241579559,Slow Growth,,,,,,,
Secret Network,Blockchains (L1),0,28.18181818,,,7.045454545,Slow Growth,,,,,,,
Hydro Protocol,Liquid staking,0,27.64705882,,,6.911764706,Slow Growth,,,,,,,
Evmos,Blockchains (L1),0,26.66666667,,,6.666666667,Slow Growth,,,,,,,
FlowX Finance,Exchanges (DEX),0,26.09195402,,,6.522988506,Slow Growth,,,,,,,
Ajuna Network,Blockchains (L2),0,25.38461538,,,6.346153846,Slow Growth,,,,,,,
Black Panther,Asset management,0,25.15151515,,,6.287878788,Slow Growth,,,,,,,
MetaDAO,Infrastructure,0,24.89361702,,,6.223404255,Stagnant/Declining,,,,,,,
Hercules,Exchanges (DEX),0,23.79310345,,,5.948275862,Stagnant/Declining,,,,,,,
Karura,Blockchains (L1),2.093756615,6.060606061,14.90384615,,5.764552207,Stagnant/Declining,Overvalued,,,,,,
Pendulum,Blockchains (L2),0,22.88145652,,,5.720364131,Stagnant/Declining,,,,,,,
Polkadex,Blockchains (L2),0,22.35264735,,,5.588161838,Stagnant/Declining,,,,,,,
Talis Protocol,NFT marketplaces,0,21.11111111,,,5.277777778,Stagnant/Declining,,,,,,,
Impossible Finance,Infrastructure,0,20.63829787,,,5.159574468,Stagnant/Declining,,,,,,,
Lava Network,Blockchains (L1),0,20.60606061,,,5.151515152,Stagnant/Declining,,,,,,,
Save,Lending,0,20.52631579,,,5.131578947,Stagnant/Declining,,,,,,,
DojoSwap,Exchanges (DEX),0,20.34482759,,,5.086206897,Stagnant/Declining,,,,,,,
Kage Finance,Derivative exchanges,0,20.20408163,,,5.051020408,Stagnant/Declining,,,,,,,
Sound.xyz,NFT marketplaces,,20,,,5,Stagnant/Declining,,,,,,,
XOXNO,NFT marketplaces,0,20,,,5,Stagnant/Declining,,,,,,,
Hyperbridge,Blockchains (L2),0,19.98354626,,,4.995886566,Stagnant/Declining,,,,,,,
StaFi,Liquid staking,0,19.35294118,,,4.838235294,Stagnant/Declining,,,,,,,
Lighter,Exchanges (DEX),0,18.18181818,,,4.545454545,Stagnant/Declining,,,,,,,
Nibiru,Blockchains (L1),0,18.18181818,,,4.545454545,Stagnant/Declining,,,,,,,
Zeitgeist,Blockchains (L2),0,17.00908412,,,4.25227103,Stagnant/Declining,,,,,,,
Coreum,Blockchains (L1),0,15.15151515,,,3.787878788,Stagnant/Declining,,,,,,,
Subsocial,Blockchains (L2),0,14.86790213,,,3.716975533,Stagnant/Declining,,,,,,,
Goat Protocol,Asset management,0,12.12121212,,,3.03030303,Stagnant/Declining,,,,,,,
Meta Pool DAO,Liquid staking,0,11.76470588,,,2.941176471,Stagnant/Declining,,,,,,,
re.al,Blockchains (L2),0,11.53846154,,,2.884615385,Stagnant/Declining,,,,,,,
Mean Finance,Exchanges (DEX),10.6943425,,,,2.673585625,,,,,,,,
LUKSO,Blockchains (L1),0,9.090909091,,,2.272727273,Stagnant/Declining,,,,,,,
Jumbo Exchange,Exchanges (DEX),0,6.896551724,,,1.724137931,Stagnant/Declining,,,,,,,
Rhino.fi,Exchanges (DEX),0,6.896551724,,,1.724137931,Stagnant/Declining,,,,,,,
Mars Protocol,Blockchains (L1),0,3.03030303,,,0.7575757576,Stagnant/Declining,,,,,,,
DeFi Saver,Infrastructure,1.949331595,,,,0.4873328986,,,,,,,,
4EVERLAND,Infrastructure,0,,,,0,,,,,,,,
AVNU,Exchanges (DEX),0,,,,0,,,,,,,,
AZERO ID,Infrastructure,0,,,,0,,,,,,,,
Aave GHO,Stablecoin issuers,0,,,,0,,,,,,,,
Abstract,Blockchains (L2),0,,,,0,,,,,,,,
Aftermath Finance,Exchanges (DEX),0,,,,0,,,,,,,,
Agora,Stablecoin issuers,0,,,,0,,,,,,,,
Alaya AI,Infrastructure,0,,,,0,,,,,,,,
AlienX,Blockchains (L2),0,,,,0,,,,,,,,
Alkimiya,Infrastructure,0,,,,0,,,,,,,,
Allstake,Liquid staking,0,,,,0,,,,,,,,
Ambient,Exchanges (DEX),0,,,,0,,,,,,,,
Anzen,Stablecoin issuers,0,,,,0,,,,,,,,
ApePro,Exchanges (DEX),0,,,,0,,,,,,,,
Aptin Finance,Lending,0,,,,0,,,,,,,,
AptoSwap,Exchanges (DEX),0,,,,0,,,,,,,,
Arbitrum Nova,Blockchains (L2),0,,,,0,,,,,,,,
Archblock,Stablecoin issuers,0,,,,0,,,,,,,,
Argent,Infrastructure,0,,,,0,,,,,,,,
Aries Markets,Lending,0,,,,0,,,,,,,,
Arrakis Finance,Asset management,0,,,,0,,,,,,,,
Aspect,NFT marketplaces,0,,,,0,,,,,,,,
Astar zkEVM,Blockchains (L2),0,,,,0,,,,,,,,
Avantis,Exchanges (DEX),0,,,,0,,,,,,,,
Axiom,Infrastructure,0,,,,0,,,,,,,,
B.Protocol,Infrastructure,0,,,,0,,,,,,,,
BSX Exchange,Derivative exchanges,0,,,,0,,,,,,,,
Baby Shark Universe,Gaming,0,,,,0,,,,,,,,
Baki Exchange,Exchanges (DEX),0,,,,0,,,,,,,,
Baryon,Exchanges (DEX),0,,,,0,,,,,,,,
BasePaint,NFT marketplaces,0,,,,0,,,,,,,,
Baseline,Infrastructure,0,,,,0,,,,,,,,
Bedrock,Liquid staking,0,,,,0,,,,,,,,
Bitwise (ETHW),Asset management,0,,,,0,,,,,,,,
BlackRock (BUIDL),Asset management,0,,,,0,,,,,,,,
Blackbird,Social,0,,,,0,,,,,,,,
Blitz,Blockchains (L1),0,,,,0,,,,,,,,
BoomLand,Gaming,0,,,,0,,,,,,,,
Bucket Protocol,Lending,0,,,,0,,,,,,,,
Bungee,Bridges,0,,,,0,,,,,,,,
Burrow,Lending,0,,,,0,,,,,,,,
Catalyst,Bridges,0,,,,0,,,,,,,,
Celo Dollar,Stablecoin issuers,0,,,,0,,,,,,,,
Clave,Infrastructure,0,,,,0,,,,,,,,
Clique,Infrastructure,0,,,,0,,,,,,,,
Coin98,Exchanges (CEX),0,,,,0,,,,,,,,
Coinally,Infrastructure,0,,,,0,,,,,,,,
Coinbase Wrapped Staked Ether,Liquid staking,0,,,,0,,,,,,,,
Coinshift,Stablecoin issuers,0,,,,0,,,,,,,,
Cygnus Finance,Infrastructure,0,,,,0,,,,,,,,
DIN (ex Web3Go),Infrastructure,0,,,,0,,,,,,,,
DYORSWAP,Exchanges (DEX),0,,,,0,,,,,,,,
DeDust,Exchanges (DEX),0,,,,0,,,,,,,,
Definitive,Derivative exchanges,0,,,,0,,,,,,,,
Derivio,Derivative exchanges,0,,,,0,,,,,,,,
Dolomite,Lending,0,,,,0,,,,,,,,
ERAGON,Gaming,0,,,,0,,,,,,,,
EYWA,Bridges,0,,,,0,,,,,,,,
Echelon Market,Lending,0,,,,0,,,,,,,,
Echo Protocol,Asset management,0,,,,0,,,,,,,,
Eclipse,Blockchains (L2),0,,,,0,,,,,,,,
Econia,Exchanges (DEX),0,,,,0,,,,,,,,
Efi Hub,Gaming,0,,,,0,,,,,,,,
Eigenpie,Liquid staking,0,,,,0,,,,,,,,
Element,NFT marketplaces,0,,,,0,,,,,,,,
Ellipsis Finance,Exchanges (DEX),0,,,,0,,,,,,,,
Emojicoin.fun,Exchanges (DEX),0,,,,0,,,,,,,,
Ethereum Attestation Service,Infrastructure,0,,,,0,,,,,,,,
FD121 Limited,Stablecoin issuers,0,,,,0,,,,,,,,
Fableborne,Gaming,0,,,,0,,,,,,,,
Fantasy,Gaming,0,,,,0,,,,,,,,
Fibrous,Exchanges (DEX),0,,,,0,,,,,,,,
Fluxbeam,Exchanges (DEX),0,,,,0,,,,,,,,
Folks Finance,Lending,0,,,,0,,,,,,,,
Forgotten Runiverse,Gaming,0,,,,0,,,,,,,,
Fragmetric,Liquid staking,0,,,,0,,,,,,,,
Franklin Templeton (FOBXX),Asset management,0,,,,0,,,,,,,,
Frax Stablecoin,Stablecoin issuers,0,,,,0,,,,,,,,
Fraxtal,Blockchains (L2),0,,,,0,,,,,,,,
Fuul Protocol,Infrastructure,0,,,,0,,,,,,,,
Galxe,Infrastructure,0,,,,0,,,,,,,,
Gamic,Infrastructure,0,,,,0,,,,,,,,
Gemini,Stablecoin issuers,0,,,,0,,,,,,,,
Getgems,NFT marketplaces,0,,,,0,,,,,,,,
Glo Dollar,Stablecoin issuers,0,,,,0,,,,,,,,
Global Dollar Network,Stablecoin issuers,0,,,,0,,,,,,,,
Gyroscope (Gyro Finance),Stablecoin issuers,0,,,,0,,,,,,,,
HOT Protocol,Gaming,0,,,,0,,,,,,,,
Hedgey Finance,Infrastructure,0,,,,0,,,,,,,,
Helix,Exchanges (DEX),0,,,,0,,,,,,,,
Hinkal Protocol,Bridges,0,,,,0,,,,,,,,
Hippo Labs,Exchanges (DEX),0,,,,0,,,,,,,,
Hook,Blockchains (L3),0,,,,0,,,,,,,,
Hyperlane,Bridges,0,,,,0,,,,,,,,
Hypr,Blockchains (L2),0,,,,0,,,,,,,,
ImmortalX,Derivative exchanges,0,,,,0,,,,,,,,
Infrared Finance,Liquid staking,0,,,,0,,,,,,,,
Injera,Stablecoin issuers,0,,,,0,,,,,,,,
InterCrone Swap,Exchanges (DEX),0,,,,0,,,,,,,,
Inverse Finance,Stablecoin issuers,0,,,,0,,,,,,,,
KAI-CHING,Gaming,0,,,,0,,,,,,,,
KGen,Gaming,0,,,,0,,,,,,,,
Kana,Exchanges (DEX),0,,,,0,,,,,,,,
Karak,Blockchains (L2),0,,,,0,,,,,,,,
Kiln,Liquid staking,0,,,,0,,,,,,,,
KiloEx,Derivative exchanges,0,,,,0,,,,,,,,
Kodiak Finance,Exchanges (DEX),0,,,,0,,,,,,,,
Kroma Network,Blockchains (L2),0,,,,0,,,,,,,,
LI.FI,Infrastructure,0,,,,0,,,,,,,,
Lagoon,Asset management,0,,,,0,,,,,,,,
Lagrange,Infrastructure,0,,,,0,,,,,,,,
Layerswap,Bridges,0,,,,0,,,,,,,,
Lens Protocol,Social,0,0,,,0,Stagnant/Declining,,,,,,,
Limitless,Prediction markets,0,,,,0,,,,,,,,
Linea,Blockchains (L2),0,,,,0,,,,,,,,
Lista DAO,Stablecoin issuers,0,,,,0,,,,,,,,
LogX,Derivative exchanges,0,,,,0,,,,,,,,
MELD,Blockchains (L1),0,0,,,0,Stagnant/Declining,,,,,,,
MOOAR,NFT marketplaces,0,,,,0,,,,,,,,
MYX.Finance,Derivative exchanges,0,,,,0,,,,,,,,
M^0,Stablecoin issuers,0,,,,0,,,,,,,,
Manifold.xyz,NFT marketplaces,0,,,,0,,,,,,,,
Mansa Finance,Lending,0,,,,0,,,,,,,,
Mellow Protocol,Infrastructure,0,,,,0,,,,,,,,
Membrane Finance,Stablecoin issuers,0,,,,0,,,,,,,,
Mento,Stablecoin issuers,0,,,,0,,,,,,,,
Mereo,Social,0,,,,0,,,,,,,,
Merkly,Bridges,0,,,,0,,,,,,,,
Meso Finance,Lending,0,,,,0,,,,,,,,
Meteor Wallet,Infrastructure,0,,,,0,,,,,,,,
Meteora,Exchanges (DEX),0,,,,0,,,,,,,,
Micro3,Social,0,,,,0,,,,,,,,
Midas,Asset management,0,,,,0,,,,,,,,
Mimic,Infrastructure,0,,,,0,,,,,,,,
Mint Blockchain,Blockchains (L2),0,,,,0,,,,,,,,
Mint Club,Infrastructure,0,,,,0,,,,,,,,
Mito Finance,Asset management,0,,,,0,,,,,,,,
Mole,Asset management,0,,,,0,,,,,,,,
Monerium,Stablecoin issuers,0,,,,0,,,,,,,,
Mountain Protocol,Stablecoin issuers,0,,,,0,,,,,,,,
MyShell,Infrastructure,0,,,,0,,,,,,,,
MySwap,Exchanges (DEX),0,,,,0,,,,,,,,
Nearlend DAO,Lending,0,,,,0,,,,,,,,
Neptune Finance,Lending,0,,,,0,,,,,,,,
Ninja Blaze,Gaming,0,,,,0,,,,,,,,
NinjaVault,Asset management,0,,,,0,,,,,,,,
Odos,Exchanges (DEX),0,,,,0,,,,,,,,
OmniBTC (OmniSwap),Exchanges (DEX),0,,,,0,,,,,,,,
Openbook,Exchanges (DEX),0,,,,0,,,,,,,,
Orbiter Finance,Bridges,0,,,,0,,,,,,,,
Out,Social,0,,,,0,,,,,,,,
Overnight,Stablecoin issuers,0,,,,0,,,,,,,,
Overtake,Gaming,0,,,,0,,,,,,,,
PRDT,Prediction markets,0,,,,0,,,,,,,,
Panora Exchange,Exchanges (DEX),0,,,,0,,,,,,,,
Paradex,Exchanges (DEX),0,,,,0,,,,,,,,
Paradise Tycoon,Gaming,0,,,,0,,,,,,,,
Parallel,Blockchains (L2),0,,,,0,,,,,,,,
Paxos,Stablecoin issuers,0,,,,0,,,,,,,,
Phoenix,Exchanges (DEX),0,,,,0,,,,,,,,
Phoenix Bonds,Asset management,0,,,,0,,,,,,,,
Photon,Derivative exchanges,0,,,,0,,,,,,,,
PlayEmber,Gaming,0,,,,0,,,,,,,,
Polter Finance,Lending,0,0,,,0,Stagnant/Declining,,,,,,,
Polygon zkEVM,Blockchains (L2),0,,,,0,,,,,,,,
Pragma,Infrastructure,0,,,,0,,,,,,,,
Predict Fun,Prediction markets,0,,,,0,,,,,,,,
Primex Finance,Exchanges (DEX),0,,,,0,,,,,,,,
Privy,Infrastructure,0,,,,0,,,,,,,,
Proof of Play,Blockchains (L3),0,,,,0,,,,,,,,
Puffer Finance,Liquid staking,0,,,,0,,,,,,,,
QuestN,Infrastructure,0,,,,0,,,,,,,,
RARI Chain,Blockchains (L3),0,,,,0,,,,,,,,
REVOX (ex ReadON),Social,0,,,,0,,,,,,,,
RabbitHole,Gaming,0,,,,0,,,,,,,,
RabbitSwap,Exchanges (DEX),0,,,,0,,,,,,,,
Rain.fi,Lending,0,,,,0,,,,,,,,
Ready Games Network,Gaming,0,,,,0,,,,,,,,
Rebalance,Asset management,0,,,,0,,,,,,,,
Reservoir,Infrastructure,0,,,,0,,,,,,,,
Reservoir.xyz,Stablecoin issuers,0,,,,0,,,,,,,,
Resolv,Stablecoin issuers,0,,,,0,,,,,,,,
Revert Finance,Infrastructure,0,,,,0,,,,,,,,
Reya,Blockchains (L2),0,,,,0,,,,,,,,
Rhea Finance,Exchanges (DEX),0,,,,0,,,,,,,,
Rho Protocol,Derivative exchanges,0,,,,0,,,,,,,,
Rings,Stablecoin issuers,0,,,,0,,,,,,,,
Rootstock,Blockchains (L2),0,,,,0,,,,,,,,
Sanko,Blockchains (L3),0,,,,0,,,,,,,,
SatLayer,Liquid staking,0,,,,0,,,,,,,,
Satori Finance,Derivative exchanges,0,,,,0,,,,,,,,
Sellix,Infrastructure,0,,,,0,,,,,,,,
SendingMe,Social,0,,,,0,,,,,,,,
SingSing,Social,0,,,,0,,,,,,,,
Skip Protocol,Infrastructure,0,,,,0,,,,,,,,
Slime Revolution,Gaming,0,,,,0,,,,,,,,
Slingshot,Exchanges (DEX),0,,,,0,,,,,,,,
Socket,Infrastructure,0,,,,0,,,,,,,,
Sofamon,Social,0,,,,0,,,,,,,,
Sophon,Blockchains (L2),0,,,,0,,,,,,,,
Sorare,Gaming,0,,,,0,,,,,,,,
Spacebar,Gaming,0,,,,0,,,,,,,,
Spin,Derivative exchanges,0,,,,0,,,,,,,,
Squid,Infrastructure,0,,,,0,,,,,,,,
Stabble,Exchanges (DEX),0,,,,0,,,,,,,,
Stake.com,Prediction markets,0,,,,0,,,,,,,,
Starbase,Exchanges (DEX),0,,,,0,,,,,,,,
StarkGate,Bridges,0,,,,0,,,,,,,,
Succinct,Infrastructure,0,,,,0,,,,,,,,
Suilend,Lending,0,,,,0,,,,,,,,
Sun Swap,Exchanges (DEX),0,,,,0,,,,,,,,
Super Champs,Gaming,0,,,,0,,,,,,,,
SuperSwap,Exchanges (DEX),0,,,,0,,,,,,,,
Superform,Asset management,0,,,,0,,,,,,,,
Superposition,Lending,0,,,,0,,,,,,,,
Superstate,Asset management,0,,,,0,,,,,,,,
Switchboard,Infrastructure,0,,,,0,,,,,,,,
Tapos,Gaming,0,,,,0,,,,,,,,
Term Structure,Blockchains (L2),0,,,,0,,,,,,,,
Tevi,Social,0,,,,0,,,,,,,,
The Arena,Social,0,,,,0,,,,,,,,
The Lost Glitches,Gaming,0,,,,0,,,,,,,,
Thetis Market,Exchanges (DEX),0,,,,0,,,,,,,,
Time.fun,Social,0,,,,0,,,,,,,,
Trojan,Infrastructure,0,,,,0,,,,,,,,
TruFin,Liquid staking,0,,,,0,,,,,,,,
TrueMarkets,Prediction markets,0,,,,0,,,,,,,,
Typus Finance,Asset management,0,,,,0,,,,,,,,
UWON Coin,ERC20 Tokens,0,0,,,0,Stagnant/Declining,,,,,,,
UXUY,Exchanges (DEX),0,,,,0,,,,,,,,
Universal,Infrastructure,0,,,,0,,,,,,,,
Valeria Games,Gaming,0,,,,0,,,,,,,,
Veax,Exchanges (DEX),0,,,,0,,,,,,,,
VibrantX,Asset management,0,,,,0,,,,,,,,
Wapal,NFT marketplaces,0,,,,0,,,,,,,,
Wasabi,Derivative exchanges,0,,,,0,,,,,,,,
White Whale,Exchanges (DEX),0,,,,0,,,,,,,,
WhiteSwap,Exchanges (DEX),0,,,,0,,,,,,,,
Wild Forest,Gaming,0,,,,0,,,,,,,,
World of Dypians,Gaming,0,,,,0,,,,,,,,
X Layer,Blockchains (L2),0,,,,0,,,,,,,,
XGamble,Prediction markets,0,,,,0,,,,,,,,
ZKEX,Exchanges (DEX),0,,,,0,,,,,,,,
ZNS Connect Name Service,Infrastructure,0,,,,0,,,,,,,,
Zyfi,Infrastructure,0,,,,0,,,,,,,,
briq,Infrastructure,0,,,,0,,,,,,,,
defi.money,Stablecoin issuers,0,,,,0,,,,,,,,
inkySwap,Exchanges (DEX),0,,,,0,,,,,,,,
karpatkey,Infrastructure,0,,,,0,,,,,,,,
marginfi,Lending,0,,,,0,,,,,,,,
nftperp,Derivative exchanges,0,,,,0,,,,,,,,
pods.media,Social,0,,,,0,,,,,,,,
pump.fun,Exchanges (DEX),0,,,,0,,,,,,,,
usdx.money,Stablecoin issuers,0,,,,0,,,,,,,,
vfat.io,Asset management,0,,,,0,,,,,,,,
xNINJA,Social,0,0,,,0,Stagnant/Declining,,,,,,,
zkMe,Infrastructure,0,,,,0,,,,,,,,
zkSync Lite,Blockchains (L2),0,,,,0,,,,,,,,
